Feature0,Feature1,Feature2,Feature3,Feature4,Feature5
-2.2587047727068734,9.360734337695297,3.9598541146496102,2.205423381101736,-6.5865547178525885,-7.594461011302314
-2.591348801445319,10.131581959786448,4.982604182605805,2.429922903094516,-6.309859910919066,-6.432401033258632
-2.7545857390556208,8.260549963840832,3.750364406602578,1.1573593989752935,-6.956728900565374,-6.538957618459302
-2.87016378887183,10.17361593156257,3.558815508628204,2.589105290884996,-6.286525933182887,-7.189656032589937
-2.47119414488455,9.134317454916582,5.253396808958518,0.9503771187423264,-7.137003728574615,-8.548693667153536
-2.2325068237227312,9.841469377234343,4.652880728106008,3.426703761098049,-7.1442840243892265,-4.159940426686328
-3.384815876437507,7.631486397233985,5.566056383759743,3.8825863244108634,-8.278194764970412,-6.317140356585376
-3.3017183614854506,8.899549686731422,5.144866115208559,2.8389248781108534,-8.079923598207046,-7.214610829116895
-3.515215004552452,7.80009751541059,5.797989709728169,2.764832377903668,-6.255507374099115,-6.251764084011667
-1.668554074064026,8.361662148895931,4.193695403013321,0.083628952995201,-7.331933510400347,-9.303988919904905
-2.9768988243646417,9.360790009929037,4.592958257348918,2.4502105111638537,-6.802805300091015,-8.163101817464517
-3.4741210836328547,9.70033758819676,5.698303323077689,0.2144301975176177,-8.062885703817045,-8.919341771036047
-2.237618785857377,7.737537552378012,3.558822295819839,3.026322537273636,-6.9191823450079255,-6.198608895903322
-3.886866991009841,8.0764610882832,5.154914103436761,2.486955634852941,-6.364579504845223,-3.0273781026212254
-2.285105141242333,9.026878528980117,4.7375549347769335,1.2001599000852656,-6.855117016892327,-6.382111302030497
2.046337005620211,4.056531852884834,6.486515832275767,0.9030849176145794,-1.817653953178091,-12.059879999764831
-4.202154437248136,8.915946501403571,3.651287729077184,0.8695803667249611,-6.699733039997792,-5.488107306931347
-1.478914169020908,9.253075287224837,4.380836690407398,1.7768198348557538,-6.951228450565334,-6.917331829785788
-0.3652535337274245,9.648205150516333,2.614736249570494,2.15962399871016,-7.541413655919658,-6.0276762584797225
-1.2315327272643253,8.422714739362492,5.186976217398139,1.7709770315068378,-7.097308394378491,-5.7813327412887565
-0.7115110962032276,9.655128989465332,4.068699846445305,2.5457524652968906,-5.480271754565268,-5.955475910363178
-2.528213830955439,8.011756763560513,4.621365700235711,1.6845110450205936,-6.55690863081318,-7.707340536828269
-2.4907792438631984,10.690723440473604,4.966806209992264,1.7540691551318677,-6.050221609967781,-9.091244902283831
-2.3314966221194964,7.678941769488221,5.020076687234065,2.583755429224555,-6.319836743220231,-5.799328867721325
-3.282986822156323,7.769631424886905,2.861158587323823,3.4692139954299157,-6.2252615347972124,-6.9356942641864014
-3.3346948198452617,8.692900286545328,5.052810290503726,1.4094451311367573,-7.701847586717702,-6.636422381784034
-3.8136671235576034,9.68395867702836,5.00647708232495,1.0332898976133769,-7.393494108487964,-7.939323115164898
-1.7181656760097033,8.104898673403582,6.042673147164201,0.5713186211484511,-6.292770097351,-4.6896539674659685
-3.064397149745949,10.895443197638912,3.191864935811857,-0.2256362726793499,-6.439612741097938,-7.382163817628558
-1.6860270390908356,9.087604095386723,3.3499179364870475,0.6780909118771159,-7.215411890441398,-5.211088067986553
2.046337005620211,8.884143073830638,-0.2933520757474257,2.5683267093776454,-11.970189206967326,-1.4087936812944868
-1.3079837008888051,8.60621075517677,2.6017543010502475,0.965083373023328,-8.750419112177125,-7.231623077317256
-2.201395854160691,7.304117735541696,3.2916934141223884,2.716433777963447,-6.708761753023328,-7.064092929628626
-4.222332152143627,10.368158502363734,4.525338990975484,3.2109859959141938,-8.474054849945638,-7.479484616229719
-1.9185427923604408,10.12298970878123,5.460361017425465,2.48044371504803,-5.812952501562116,-5.710814002830274
-2.616227983007308,7.9790438057789475,4.086229530880919,0.7752917913518835,-4.914902058234881,-6.844846041304218
-2.5347516940441954,10.187015147457686,5.183478990822533,1.602555351854626,-6.107928480502926,-9.728652213906022
-2.2282057553177177,8.391586608377727,4.4317565858708265,1.4801687492818991,-7.468991948095482,-6.030507496254922
-2.6861448505468,8.215988883659868,3.2605596082135744,1.242239643998813,-6.912754164025067,-5.085551729758159
-3.159840192174577,8.527160744433626,4.047484911989232,1.109178914260916,-6.831105563206443,-7.711059709686984
-1.5129308036056102,8.520529545037009,3.0832969375683503,1.5450545229748194,-5.37886740051696,-6.029887851162454
-0.3193946898350779,8.20598784284317,3.800156994047325,1.3737770384967098,-9.003522915461076,-7.405864614956708
-1.590881017050437,7.443785524575144,3.650250699657764,2.913940871928948,-7.8621145846895795,-7.104742743272971
-2.065378194906522,9.788920181627658,3.7129483646500185,1.913644327878932,-10.120894531220342,-7.904497234610236
-2.383973120404843,8.58488058707307,4.762176339260385,2.51646771297712,-6.830767120825565,-6.839517902072064
-2.768788974416355,7.511143175080216,4.394135772142157,1.7004461141930616,-9.57651383409284,-6.934404459793758
-2.300334028047995,7.054616004318546,3.3116927873296707,2.1700309198098555,-6.141160611155859,-6.7087413120859765
-2.2516472323299856,8.939840212432154,2.72110762092906,1.946655808491515,-6.819396981210244,-4.4168674807906605
-3.053580347577933,9.125208717908189,3.488885258805799,2.348867702286404,-7.480265881070075,-7.171803343069223
-4.102191356584419,9.45476086615872,4.62024103730142,2.5256596383578795,-6.655713057086609,-5.515969163302103
-2.696069267214109,8.574555069924147,6.086856720581834,2.1697244604523065,-5.8477826516826354,-8.365669966312918
-1.6837812740647204,9.82779576419896,5.9453576433824304,1.9941735255734911,-6.197674219856307,-7.190376349869402
-2.431829315405132,8.153001926870058,6.163002913497759,2.5120797276253906,-7.916873345477726,-7.070448271359555
-2.300814815105197,6.972551259774031,4.392701453707504,1.2911854359429331,-7.881247201046186,-7.161209886161902
-0.9299848075453588,9.78172085735123,4.170404450293149,2.5157297275266965,-7.343044883963732,-7.345839346846203
-1.9591455240281983,8.045941673334687,4.745254342374062,0.6391441890225276,-7.480994835102484,-6.56032765913341
-2.2642310519440274,8.50734295282719,4.168840530609779,2.2052196212983683,-8.327711532648594,-8.287573367652502
0.0508869152160444,8.91822622847367,5.789152162513777,1.2699932588148446,-6.914615681648232,-5.109308957640437
-1.8704674010235656,7.871281215467838,6.273310368529197,0.826824290922044,-6.576991725912237,-7.634385443295304
-2.571876720325922,9.96942844869956,3.654152789892557,2.477216199458576,-7.409884809523711,-7.672982425538291
-2.9841429342137062,8.360956895624609,6.405333076509198,2.378151394901688,-8.140511145486315,-5.96224764622117
-3.0828596299329867,8.467427186957929,4.607125566012103,1.429744912806967,-7.592472973828435,-6.77367936558405
-1.0679243339866349,7.578423977018883,5.803042588383061,1.983402744960319,-7.861135842199221,-6.418006119012676
-1.48662719104311,11.454038534537595,6.02415165473862,2.537078803993092,-6.284872849485984,-6.026694034495639
-0.8642299095514665,8.765250088641944,5.216435799283868,2.284419838484268,-3.800746382696032,-5.76053468184137
-1.471657678794851,8.504269729343575,4.37000390093473,0.9944059681584246,-7.323920451227382,-6.502809100231095
-3.317691225945938,8.512529084613785,5.555280953930176,2.3019207936004165,-7.409387394918308,-6.366842160162591
-3.2245013323127183,9.693883877132995,3.909512204510965,2.189628273522707,-6.834055351247456,-7.531709940881764
-2.109974500447471,9.661482067901062,4.156692373928728,3.5471564472307646,-8.105392854153612,-8.344484473485767
-2.45098890460675,7.871315830367698,4.997666196576384,2.5339542103089663,-5.7965759479759935,-5.826307541241044
-2.015879722171861,9.199122251893195,3.781521056046888,2.6734795633497237,-7.455265017389044,-6.758099778630585
-1.750269033265985,9.295477552167696,4.744079940179978,1.9105765560412096,-7.633591780017946,-7.1607846701427205
-2.220028979144932,11.469586268109216,4.0021388519767855,1.4421727289389144,-7.502767717576035,-7.435586712436201
-3.731325431944696,9.727284558370709,4.399553438069966,1.5983488763911344,-6.168667222947779,-6.435846281789907
-0.7732338198875008,9.21219691166097,3.988460832613653,1.4892838498864105,-7.19997449934559,-6.45594364687403
-1.3414155613929428,9.268706971499537,4.977481498303304,1.5612927178182647,-7.3672334152237635,-7.312667781095567
-3.407612294401108,9.506205299704828,3.319645629207459,3.8046284497950857,-5.700187070429983,-7.349285245380651
-1.8873876608355535,7.444061408307865,3.912741660403233,1.7256510483892271,-6.954060620251316,-6.259437495725269
-1.6956804056830803,7.7834218117643665,4.867338770832231,3.2803124382231603,-8.487110425712498,-6.695475734743642
-1.6735055109876082,7.884579273540703,5.169683014143384,3.4147383045986324,-9.35127169127856,-7.677004848746423
-2.5733359696457425,9.343048538501805,4.961236051678375,2.395090438176017,-5.265915922092623,-6.426575291761967
-2.183064600810632,7.763172551813018,5.563905855435002,1.788267547497743,-7.40235021167031,-5.831100367439057
-2.028188391316037,9.238170152477451,3.8494043807827896,2.444638041076728,-4.997602694676236,-5.534689547120969
-4.201662252767569,10.543836447658936,4.481870937649112,1.546288613993312,-7.891731566411438,-8.534966265141716
-2.2494751213312685,8.109969503093913,5.278471295005476,0.3116496216717721,-6.945706989798587,-8.091125793038403
-2.8519121395795195,8.212008858976702,4.478593124562092,2.3772205407552702,-4.99344128994074,-6.705531780444107
-2.5450236621627016,10.578929784012328,2.020133732138357,2.795072188315956,-6.792580122913098,-7.179116943741814
-2.2130773459881743,9.275341400378212,4.644992292870563,1.7385825505655852,-8.294997933201685,-7.300754916041305
-2.273583064944184,9.785151322085287,3.16129259044826,3.116923727147661,-6.541130783656856,-7.295397507176748
-0.9160109964133532,8.503070451767137,3.65027401596952,1.847382763841084,-6.823902278862575,-5.785918074804998
-1.0580540152577085,9.973556954283527,6.793061293739658,1.2058221210526825,-6.007306554430592,-6.696767587537595
-2.637115214533517,8.058745687597895,3.033432515970529,2.176633319807955,-7.635977936435573,-8.302363302873621
-2.521444395899665,8.11703175671249,4.715683394421828,1.2960079724286202,-5.904507457733519,-7.027166974778085
-0.923180806907398,7.776470629371472,6.772912210884368,0.0210818844182301,-7.031412286186853,-6.29179238679137
-2.035959998479205,8.94145721554145,3.793085118159696,0.4583224592548673,-7.326142143218291,-6.023710798952474
-2.114745480674453,8.593301647378059,4.929653693124514,6.763656871171527,-11.970189206967326,-1.4087936812944868
-3.13476032456228,9.41008966163573,5.13390902251084,2.233843449764639,-7.42993234499669,-7.5517329612139985
-2.68182492299357,9.897946065684994,5.2922017146415214,0.3967775269564826,-5.403086841425374,-5.500018239128496
-2.5586613327051837,9.689105620364924,3.5171568146658028,2.3555794301247825,-6.713174982938214,-6.387658329267797
-3.2135413135955093,7.605824831834762,3.0832496627041976,2.579179635286372,-8.160056543647553,-5.125315411291582
-2.764174840473605,10.51827911678101,1.9889090278350892,3.0646765358631938,-5.633541998653641,-8.953499825684096
-3.571501336778855,9.487878558833502,3.720454601994298,3.5231040889582714,-7.662880483487507,-7.202171109481622
-1.9915386025836272,8.288542315044856,4.82664560070518,1.2177867515874097,-7.491144994143219,-8.286770690124168
-1.883530275287744,8.157128571782039,3.5689863381669893,2.455642099183917,-7.103089976477121,-6.166109099183855
-2.851885217133099,8.64284526220253,3.23236714151028,1.1953529963498566,-7.990203036617099,-5.127839149852324
-1.6788618065085046,8.158202302289455,4.711445073447494,1.495512237175615,-6.400647365404878,-6.546447487988998
-3.5304304401834634,9.722642575497677,4.8836795499993,1.4090910532040035,-8.159931589822165,-6.0076522649958015
